Género y especie;Tiempo;Ubicación;Zona;País actual;Hábitat;Capacidad craneal;Altura;Tamaño de los incisivos;Forma de la mandíbula;Toroide supraorbitario;Prognatismo;Posición del foramen magnum;Tamaño del canino;Forma de los caninos;Esmalte dental;Tecno;Tipo tecno;Bípedo;Brazos;Pies;Dieta;Dimorfismo sexual;Cadera;Frente vertical;Anatomía;Migrado;Esqueleto
Homo Erectus;12.237.583;Asia ;west;Indonesia;savannah;101.533.005;16.963.675;very small;modern;little protruding;reduced;modern;small;incisiform;thick;yes;mode 1;modern;manipulate;walk;omnivore;medium-high;modern;modern;modern;yes;robust
Homo Rodhesiensis;0.90219371;Africa;oriental;Ethiopia;savannah;114.728.803;14.511.809;big;U shape;less protruding;medium-high;modern;big;incisiform;medium-thick;yes;mode 2;modern;manipulate with precision;walk;omnivore;medium-high;slim;yes;mixed;no;robust
Australopithecus Bahrelghazali;405.915.918;Africa;central;Republic of Chad;mixed;20.957.624;12.387.298;small;U shape;very protruding;medium-high;anterior;big;conicalls;thick;no;no;yes;climbing;climbing;dry fruits;high;slim;no;old;no;light
hominino Ardipithecus ramidus / kabadda;46.047.535;Africa;oriental;Ethiopia;mixed;40.950.404;11.124.065;small;conical;very protruding;high;semi-anterior;small;conicalls;thick-medium;no;no;high probability;climbing;climbing;soft fruits;medium-high;wide;no;old;no;light
Homo Rodhesiensis;0.62834751;Africa;oriental;Ethiopia;savannah;99.293.085;15.416.533;big;U shape;less protruding;medium-high;modern;big;incisiform;medium-thick;yes;mode 2;modern;manipulate with precision;walk;omnivore;medium-high;slim;yes;mixed;no;robust
Homo Sapiens;0.95675072;Africa;oriental;Kenya;savannah;127.742.864;16.950.473;very small;modern;flat;absent;modern;small;incisiform;very thin;yes;mode 4;modern;manipulate with precision;walk;carnivorous;reduced;very modern;modern;very modern;yes;refined
Homo Erectus;135.261.381;Asia ;west;Indonesia;savannah;10.021.591;15.138.169;very small;modern;little protruding;reduced;modern;small;incisiform;thick;yes;mode 1;modern;manipulate;walk;omnivore;medium-high;modern;modern;modern;yes;robust
Homo Antecesor;107.417.626;Europa;west;Spain;savannah;97.442.394;17.862.675;medium large;U shape;little protruding;medium;modern;big;incisiform;medium-thick;yes;mode 1;modern;manipulate;walk;omnivore;medium-high;modern;modern;mixed;yes;light
Homo Antecesor;0.75851672;Europa;west;Spain;savannah;94.760.815;17.160.263;medium large;U shape;little protruding;medium;modern;big;incisiform;medium-thick;yes;mode 1;modern;manipulate;walk;omnivore;medium-high;modern;modern;mixed;yes;light
Australopithecus Bahrelghazali;333.584.395;Africa;central;Republic of Chad;mixed;42.539.523;12.702.477;small;U shape;very protruding;medium-high;anterior;big;conicalls;thick;no;no;yes;climbing;climbing;dry fruits;high;slim;no;old;no;light
Homo Antecesor;136.253.041;Europa;west;Spain;savannah;97.544.135;16.698.444;medium large;U shape;little protruding;medium;modern;big;incisiform;medium-thick;yes;mode 1;modern;manipulate;walk;omnivore;medium-high;modern;modern;mixed;yes;light
Paranthropus Aethiopicus;28.489.566;Africa;oriental;Kenya;forest-savanna;55.277.837;10.646.549;megadony;V shape;ultra protruding;very high;semi-anterior;big;conicalls;very thick;no;no;yes;climbing;climbing;hard fruits;high;wide;no;old;no;robust
Australopithecus Sediba;174.855.875;Africa;south;South Africa;mixed;54.593.621;11.598.405;small;U shape;very protruding;medium-high;anterior;small;conicalls;medium-thin;no;no;yes;climbing;walk;soft fruits;high;slim;no;old;no;light
Homo Antecesor;161.133.644;Europa;west;Spain;savannah;114.379.716;16.710.698;medium large;U shape;little protruding;medium;modern;big;incisiform;medium-thick;yes;mode 1;modern;manipulate;walk;omnivore;medium-high;modern;modern;mixed;yes;light
Australopithecus Afarensis;434.736.353;Africa;oriental;Kenya;mixed;43.710.758;12.531.194;big;U shape;very protruding;high;anterior;big;incisiform;thick;no;no;yes;climbing;walk;dry fruits;high;slim;no;old;no;refined
Paranthropus Aethiopicus;240.522.503;Africa;oriental;Kenya;forest-savanna;39.187.273;10.216.149;megadony;V shape;ultra protruding;very high;semi-anterior;big;conicalls;very thick;no;no;yes;climbing;climbing;hard fruits;high;wide;no;old;no;robust
Australopithecus Africanus;369.651.686;Africa;south;South Africa;forest-gallery;6.045.534;11.447.675;small;conical;very protruding;medium-high;anterior;small;incisiform;thick;no;no;yes;climbing;climbing;dry fruits;high;wide;yes;old;no;light
Homo Rudolfensis;232.941.193;Africa;oriental;Kenya;savannah;82.058.883;1.302.074;small;U shape;less protruding;medium-high;anterior;big;conicalls;thick;no;no;yes;climbing;walk;hard fruits;high;slim;no;mixed;no;refined
Australopithecus Garhi;247.056.504;Africa;oriental;Ethiopia;mixed;4.508.582;12.772.133;big;U shape;very protruding;medium-high;anterior;big;conicalls;thick;likely;primitive;yes;climbing;walk;omnivore;high;slim;no;old;no;light
Homo Sapiens;0.58504532;Africa;oriental;Kenya;savannah;123.681.886;17.189.578;very small;modern;flat;absent;modern;small;incisiform;very thin;yes;mode 4;modern;manipulate with precision;walk;carnivorous;reduced;very modern;modern;very modern;yes;refined
Australopithecus Africanus;396.122.727;Africa;south;South Africa;forest-gallery;50.255.056;11.555.329;small;conical;very protruding;medium-high;anterior;small;incisiform;thick;no;no;yes;climbing;climbing;dry fruits;high;wide;yes;old;no;light
Homo Ergaster;122.574.441;Africa;oriental;Kenya;savannah;82.756.181;15.595.633;very small;modern;very protruding;reduced;modern;small;incisiform;medium-thin;yes;mode 2;modern;manipulate with precision;walk;omnivore;medium-high;modern;modern;modern;yes;robust
hominino Orrorin tugenencin;592.992.832;Africa;oriental;Kenya;forest;29.851.996;11.467.591;small;conical;very protruding;high;posterior;big;conicalls;thick;no;no;low probability;climbing;climbing;dry fruits;high;wide;no;old;no;light
Paranthropus Robustus;248.138.853;Africa;south;South Africa;jungle;42.970.553;11.598.117;megadony;V shape;ultra protruding;very high;semi-anterior;big;conicalls;very thick;no;no;yes;climbing;climbing;hard fruits;high;wide;no;old;no;robust
Paranthropus Robustus;163.506.023;Africa;south;South Africa;jungle;62.129.582;1.267.095;megadony;V shape;ultra protruding;very high;semi-anterior;big;conicalls;very thick;no;no;yes;climbing;climbing;hard fruits;high;wide;no;old;no;robust
hominino Ardipithecus ramidus / kabadda;42.394.992;Africa;oriental;Ethiopia;mixed;33.049.959;11.174.374;small;conical;very protruding;high;semi-anterior;small;conicalls;thick-medium;no;no;high probability;climbing;climbing;soft fruits;medium-high;wide;no;old;no;light
Homo Rodhesiensis;0.75669553;Africa;oriental;Ethiopia;savannah;116.821.849;14.468.498;big;U shape;less protruding;medium-high;modern;big;incisiform;medium-thick;yes;mode 2;modern;manipulate with precision;walk;omnivore;medium-high;slim;yes;mixed;no;robust
Australopithecus Sediba;225.223.579;Africa;south;South Africa;mixed;38.897.676;10.740.756;small;U shape;very protruding;medium-high;anterior;small;conicalls;medium-thin;no;no;yes;climbing;walk;soft fruits;high;slim;no;old;no;light
Homo Habilis;229.945.779;Africa;oriental;Ethiopia;savannah;72.771.234;12.758.275;small;U shape;little protruding;medium;anterior;small;incisiform;medium-thin;yes;mode 1;modern;manipulate;walk;omnivore;medium-high;modern;yes;modern;yes;robust
Paranthropus Aethiopicus;277.126.999;Africa;oriental;Kenya;forest-savanna;3.979.631;10.010.028;megadony;V shape;ultra protruding;very high;semi-anterior;big;conicalls;very thick;no;no;yes;climbing;climbing;hard fruits;high;wide;no;old;no;robust
Homo Sapiens;0.00052926;Africa;oriental;Kenya;savannah;111.847.827;16.266.641;very small;modern;flat;absent;modern;small;incisiform;very thin;yes;mode 4;modern;manipulate with precision;walk;carnivorous;reduced;very modern;modern;very modern;yes;refined
Australopithecus Africanus;418.063.361;Africa;south;South Africa;forest-gallery;42.544.099;10.743.814;small;conical;very protruding;medium-high;anterior;small;incisiform;thick;no;no;yes;climbing;climbing;dry fruits;high;wide;yes;old;no;light
Homo Erectus;162.506.728;Asia ;west;Indonesia;savannah;94.340.069;15.012.406;very small;modern;little protruding;reduced;modern;small;incisiform;thick;yes;mode 1;modern;manipulate;walk;omnivore;medium-high;modern;modern;modern;yes;robust
Homo Rudolfensis;319.537.623;Africa;oriental;Kenya;savannah;54.027.949;12.577.871;small;U shape;less protruding;medium-high;anterior;big;conicalls;thick;no;no;yes;climbing;walk;hard fruits;high;slim;no;mixed;no;refined
Homo Habilis;25.436.517;Africa;oriental;Ethiopia;savannah;73.940.606;12.277.805;small;U shape;little protruding;medium;anterior;small;incisiform;medium-thin;yes;mode 1;modern;manipulate;walk;omnivore;medium-high;modern;yes;modern;yes;robust
Homo Ergaster;129.540.679;Africa;oriental;Kenya;savannah;88.779.861;16.585.914;very small;modern;very protruding;reduced;modern;small;incisiform;medium-thin;yes;mode 2;modern;manipulate with precision;walk;omnivore;medium-high;modern;modern;modern;yes;robust
Homo Erectus;164.036.465;Asia ;west;Indonesia;savannah;107.393.322;15.416.612;very small;modern;little protruding;reduced;modern;small;incisiform;thick;yes;mode 1;modern;manipulate;walk;omnivore;medium-high;modern;modern;modern;yes;robust
Australopithecus Africanus;339.209.508;Africa;south;South Africa;forest-gallery;4.347.428;10.424.119;small;conical;very protruding;medium-high;anterior;small;incisiform;thick;no;no;yes;climbing;climbing;dry fruits;high;wide;yes;old;no;light
Paranthropus Aethiopicus;249.409.403;Africa;oriental;Kenya;forest-savanna;46.986.468;11.121.211;megadony;V shape;ultra protruding;very high;semi-anterior;big;conicalls;very thick;no;no;yes;climbing;climbing;hard fruits;high;wide;no;old;no;robust
Homo Floresiensis;0.39116263;Asia ;oriental;Indonesia;peninsular;4.119.666;10.576.485;small;U shape;little protruding;medium-high;modern;small;incisiform;medium-thin;yes;mode 1;modern;climbing;walk;omnivore;medium-high;wide;no;mixed;no;light
Australopithecus Bahrelghazali;325.689.292;Africa;central;Republic of Chad;mixed;32.279.759;12.502.108;small;U shape;very protruding;medium-high;anterior;big;conicalls;thick;no;no;yes;climbing;climbing;dry fruits;high;slim;no;old;no;light
Homo Ergaster;209.591.101;Africa;oriental;Kenya;savannah;87.159.519;1.674.395;very small;modern;very protruding;reduced;modern;small;incisiform;medium-thin;yes;mode 2;modern;manipulate with precision;walk;omnivore;medium-high;modern;modern;modern;yes;robust
Homo Ergaster;171.464.009;Africa;oriental;Kenya;savannah;77.017.984;16.291.906;very small;modern;very protruding;reduced;modern;small;incisiform;medium-thin;yes;mode 2;modern;manipulate with precision;walk;omnivore;medium-high;modern;modern;modern;yes;robust
Homo Georgicus;221.411.413;Asia ;west;Georgia;savannah;5.736.322;14.326.542;medium large;U shape;very protruding;medium;anterior;small;incisiform;medium-thin;yes;mode 1;modern;manipulate;walk;omnivore;medium-high;modern;modern;modern;yes;robust
Australopithecus Sediba;227.202.639;Africa;south;South Africa;mixed;54.518.769;10.980.011;small;U shape;very protruding;medium-high;anterior;small;conicalls;medium-thin;no;no;yes;climbing;walk;soft fruits;high;slim;no;old;no;light
Australopithecus Sediba;172.475.614;Africa;south;South Africa;mixed;41.298.426;11.050.313;small;U shape;very protruding;medium-high;anterior;small;conicalls;medium-thin;no;no;yes;climbing;walk;soft fruits;high;slim;no;old;no;light
hominino Sahelanthropus tchadensis;692.512.929;Africa;central;Republic of Chad;mixed;10.988.855;8.537.781;small;conical;very protruding;high;posterior;small;conicalls;thick;no;no;low probability;climbing;climbing;dry fruits;high;wide;no;old;no;light
Paranthropus Robustus;224.088.796;Africa;south;South Africa;jungle;64.327.264;11.857.375;megadony;V shape;ultra protruding;very high;semi-anterior;big;conicalls;very thick;no;no;yes;climbing;climbing;hard fruits;high;wide;no;old;no;robust
Homo Rodhesiensis;0.64895111;Africa;oriental;Ethiopia;savannah;108.127.933;14.737.233;big;U shape;less protruding;medium-high;modern;big;incisiform;medium-thick;yes;mode 2;modern;manipulate with precision;walk;omnivore;medium-high;slim;yes;mixed;no;robust
Australopithecus Garhi;269.247.615;Africa;oriental;Ethiopia;mixed;38.962.288;12.655.715;big;U shape;very protruding;medium-high;anterior;big;conicalls;thick;likely;primitive;yes;climbing;walk;omnivore;high;slim;no;old;no;light
Homo Heidelbergensis;105.825.365;Europa;central;Germany;cold forest;139.682.607;1.729.366;small;modern;little protruding;reduced;modern;small;incisiform;thin;yes;mode 2;modern;manipulate;walk;carnivorous;medium-high;very modern;modern;very modern;no;robust
Homo Floresiensis;0.86044476;Asia ;oriental;Indonesia;peninsular;21.569.857;10.326.844;small;U shape;little protruding;medium-high;modern;small;incisiform;medium-thin;yes;mode 1;modern;climbing;walk;omnivore;medium-high;wide;no;mixed;no;light
Australopithecus Sediba;170.276.959;Africa;south;South Africa;mixed;54.340.207;10.884.156;small;U shape;very protruding;medium-high;anterior;small;conicalls;medium-thin;no;no;yes;climbing;walk;soft fruits;high;slim;no;old;no;light
Homo Sapiens;0.63141609;Africa;oriental;Kenya;savannah;11.825.215;16.374.979;very small;modern;flat;absent;modern;small;incisiform;very thin;yes;mode 4;modern;manipulate with precision;walk;carnivorous;reduced;very modern;modern;very modern;yes;refined
hominino Sahelanthropus tchadensis;717.028.075;Africa;central;Republic of Chad;mixed;28.787.748;8.003.416;small;conical;very protruding;high;posterior;small;conicalls;thick;no;no;low probability;climbing;climbing;dry fruits;high;wide;no;old;no;light
hominino Sahelanthropus tchadensis;676.354.345;Africa;central;Republic of Chad;mixed;18.578.786;9.797.499;small;conical;very protruding;high;posterior;small;conicalls;thick;no;no;low probability;climbing;climbing;dry fruits;high;wide;no;old;no;light
hominino Sahelanthropus tchadensis;711.971.919;Africa;central;Republic of Chad;mixed;26.032.504;8.857.714;small;conical;very protruding;high;posterior;small;conicalls;thick;no;no;low probability;climbing;climbing;dry fruits;high;wide;no;old;no;light
Homo Naledi;0.41604378;Africa;south;South Africa;jungle;40.768.716;13.183.377;big;U shape;little protruding;medium-high;modern;small;incisiform;medium-thin;no;no;modern;climbing;walk;omnivore;medium-high;wide;no;mixed;no;light
Homo Naledi;0.34685831;Africa;south;South Africa;jungle;42.958.196;12.583.117;big;U shape;little protruding;medium-high;modern;small;incisiform;medium-thin;no;no;modern;climbing;walk;omnivore;medium-high;wide;no;mixed;no;light
Homo Naledi;0.09162112;Africa;south;South Africa;jungle;41.175.528;13.851.706;big;U shape;little protruding;medium-high;modern;small;incisiform;medium-thin;no;no;modern;climbing;walk;omnivore;medium-high;wide;no;mixed;no;light
Homo Erectus;162.136.328;Asia ;west;Indonesia;savannah;109.951.217;16.947.342;very small;modern;little protruding;reduced;modern;small;incisiform;thick;yes;mode 1;modern;manipulate;walk;omnivore;medium-high;modern;modern;modern;yes;robust
Australopithecus Anamensis;475.337.138;Africa;oriental;Kenya;forest-gallery;44.799.147;12.948.828;big;U shape;very protruding;high;anterior;big;incisiform;thick;no;no;yes;climbing;climbing;dry fruits;high;wide;no;mixed;no;light
Homo Rodhesiensis;0.84759549;Africa;oriental;Ethiopia;savannah;114.980.782;15.351.167;big;U shape;less protruding;medium-high;modern;big;incisiform;medium-thick;yes;mode 2;modern;manipulate with precision;walk;omnivore;medium-high;slim;yes;mixed;no;robust
Homo Habilis;257.162.262;Africa;oriental;Ethiopia;savannah;80.357.273;12.158.364;small;U shape;little protruding;medium;anterior;small;incisiform;medium-thin;yes;mode 1;modern;manipulate;walk;omnivore;medium-high;modern;yes;modern;yes;robust
Homo Rudolfensis;29.069.562;Africa;oriental;Kenya;savannah;59.522.958;12.404.344;small;U shape;less protruding;medium-high;anterior;big;conicalls;thick;no;no;yes;climbing;walk;hard fruits;high;slim;no;mixed;no;refined
hominino Sahelanthropus tchadensis;711.020.509;Africa;central;Republic of Chad;mixed;10.028.055;8.666.829;small;conical;very protruding;high;posterior;small;conicalls;thick;no;no;low probability;climbing;climbing;dry fruits;high;wide;no;old;no;light
Australopithecus Garhi;272.678.323;Africa;oriental;Ethiopia;mixed;41.263.003;11.331.668;big;U shape;very protruding;medium-high;anterior;big;conicalls;thick;likely;primitive;yes;climbing;walk;omnivore;high;slim;no;old;no;light
Homo Ergaster;168.427.484;Africa;oriental;Kenya;savannah;7.181.282;15.990.688;very small;modern;very protruding;reduced;modern;small;incisiform;medium-thin;yes;mode 2;modern;manipulate with precision;walk;omnivore;medium-high;modern;modern;modern;yes;robust
